Name,Artist,Popularity,Valence,Energy,Tempo,Acousticness,Danceability,Duration,Instrumentalness,Liveness,Loudness,Speechiness,Mode,Album,year,period
the one that got away,jake owen,56.0,0.535,0.865,119.913,0.0343,0.576,194173.0,5.32e-05,0.252,-3.288,0.0407,1.0,Barefoot Blue Jean Night,2011.0,pre_ai
the one that got away,katy perry,73.0,0.864,0.792,133.962,0.000802,0.687,227333.0,0.0,0.2,-4.023,0.0353,0.0,Katy Perry - Teenage Dream: The Complete Confection,2010.0,pre_ai
the one you love,paulina rubio,23.0,0.639,0.893,91.888,0.0575,0.585,227600.0,0.0,0.129,-3.899,0.0365,1.0,Border Girl,2002.0,pre_ai
the only difference between martyrdom and suicide is press coverage,panic! at the disco,52.0,0.69,0.941,170.062,0.0533,0.501,177520.0,0.0,0.358,-3.487,0.199,0.0,A Fever You Can't Sweat Out,2005.0,pre_ai
the only exception,paramore,34.0,0.209,0.563,137.715,0.144,0.452,267653.0,0.0,0.143,-6.607,0.0272,1.0,brand new eyes (Deluxe),2009.0,pre_ai
the other side,jason derulo,33.0,0.517,0.836,127.923,0.0525,0.561,226987.0,0.0,0.136,-3.939,0.1,1.0,Talk Dirty (Deluxe Edition),2013.0,pre_ai
the outsider,a perfect circle,65.0,0.422,0.842,113.329,0.000111,0.328,246000.0,0.803,0.0496,-6.644,0.0882,1.0,Thirteenth Step,2003.0,pre_ai
the party's just begun,the cheetah girls,48.0,0.927,0.845,103.995,0.102,0.751,189693.0,0.0,0.0497,-4.444,0.134,1.0,The Cheetah Girls 2,2006.0,pre_ai
the phoenix,fall out boy,39.0,0.395,0.959,138.046,0.000486,0.562,244960.0,0.0,0.586,-2.994,0.0773,0.0,Save Rock And Roll,2013.0,pre_ai
the pretender,foo fighters,78.0,0.365,0.959,172.984,0.000917,0.433,269373.0,0.0,0.028,-4.04,0.0431,1.0,"Echoes, Silence, Patience & Grace",2007.0,pre_ai
the race,wiz khalifa,17.0,0.571,0.748,151.876,0.872,0.658,335613.0,5.59e-06,0.609,-6.323,0.201,1.0,Rolling Papers (Deluxe),2011.0,pre_ai
the real slim shady,eminem,49.0,0.76,0.661,104.504,0.0302,0.949,284200.0,0.0,0.0454,-4.244,0.0572,0.0,The Marshall Mathers LP,2000.0,pre_ai
the real thing,bo bice,32.0,0.504,0.87,146.882,0.0707,0.494,201667.0,2.98e-05,0.0798,-4.33,0.0413,1.0,The Real Thing,2005.0,pre_ai
the ringer,eminem,76.0,0.42,0.551,118.552,0.0311,0.939,337941.0,0.0,0.192,-9.126,0.291,1.0,Kamikaze,2018.0,post_ai
the river,good charlotte,61.0,0.455,0.945,161.954,0.00677,0.439,195680.0,0.0,0.166,-2.21,0.138,1.0,Good Morning Revival,2007.0,pre_ai
the rock show,blink,26.0,0.848,0.961,193.132,0.000316,0.41,171493.0,0.0,0.0672,-4.573,0.0864,1.0,Take Off Your Pants And Jacket,2001.0,pre_ai
the seashores of old mexico,george strait,48.0,0.499,0.579,156.953,0.164,0.496,251333.0,0.000679,0.335,-7.429,0.0336,0.0,Somewhere Down In Texas,2006.0,pre_ai
the shock of the lightning,oasis,4.0,0.0375,0.956,136.909,4.13e-05,0.336,299947.0,0.598,0.374,-2.38,0.0889,0.0,Dig Out Your Soul,2008.0,pre_ai
the show goes on,lupe fiasco,17.0,0.582,0.868,143.061,0.039,0.618,236667.0,0.0,0.158,-4.377,0.126,1.0,Lasers (Deluxe),2010.0,pre_ai
the sound of silence,disturbed,72.0,0.175,0.28,85.794,0.468,0.322,248467.0,1.1e-06,0.102,-9.367,0.0281,0.0,Immortalized (Deluxe Edition),2015.0,post_ai
the space between,dave matthews band,60.0,0.207,0.73,170.032,0.0471,0.406,242000.0,0.0,0.229,-6.278,0.0315,1.0,Everyday,2001.0,pre_ai
the story,brandi carlile,56.0,0.177,0.5,93.621,0.0325,0.544,238493.0,3.78e-06,0.109,-8.253,0.026,1.0,The Story,2007.0,pre_ai
the story of us,taylor swift,54.0,0.683,0.818,139.898,0.00478,0.543,265667.0,0.000368,0.0357,-3.611,0.0398,1.0,Speak Now (Deluxe Edition),2010.0,pre_ai
the streets,wc,22.0,0.619,0.649,97.112,0.165,0.916,207120.0,0.00139,0.0629,-8.428,0.168,0.0,West Side Heavy Hitter,2002.0,pre_ai
the sweet escape,gwen stefani,62.0,0.73,0.77,119.961,0.191,0.756,246467.0,0.0,0.178,-3.502,0.0343,1.0,The Sweet Escape,2006.0,pre_ai
the talkin' song repair blues,alan jackson,17.0,0.695,0.774,201.621,0.343,0.451,177440.0,0.0,0.396,-7.119,0.236,1.0,Norwegian Favorites,2005.0,pre_ai
the time of my life,david cook,54.0,0.281,0.578,154.96,0.0541,0.414,216147.0,0.0,0.124,-6.383,0.0287,1.0,David Cook,2008.0,pre_ai
the trouble with girls,scotty mccreery,24.0,0.351,0.496,132.078,0.391,0.554,229573.0,0.0,0.109,-7.266,0.0281,1.0,Clear As Day,2011.0,pre_ai
the truth about men,tracy byrd,5.0,0.912,0.78,145.943,0.0838,0.649,177280.0,0.0,0.46,-5.42,0.0309,1.0,Collections,2003.0,pre_ai
the voice within,christina aguilera,58.0,0.157,0.439,69.945,0.556,0.484,304013.0,0.0,0.251,-5.995,0.0336,1.0,Stripped,2003.0,pre_ai
the walker,fitz and the tantrums,61.0,0.725,0.801,130.76,0.00375,0.77,233133.0,0.00281,0.0515,-4.182,0.0336,0.0,More Than Just A Dream (Deluxe),2013.0,pre_ai
the way i am,eminem,47.0,0.315,0.871,87.248,0.144,0.785,290427.0,0.0,0.309,-2.692,0.265,0.0,The Marshall Mathers LP,2000.0,pre_ai
the way i am,ingrid michaelson,26.0,0.305,0.259,119.891,0.735,0.886,135387.0,5.49e-06,0.108,-9.246,0.0423,1.0,Girls and Boys,2007.0,pre_ai
the way i are,timbaland,30.0,0.722,0.807,114.711,0.185,0.727,179147.0,0.757,0.3,-6.479,0.106,0.0,Shock Value,2007.0,pre_ai
the way i loved you,taylor swift,14.0,0.406,0.723,160.92,0.0345,0.433,244573.0,0.0,0.125,-3.751,0.0352,1.0,Fearless,2008.0,pre_ai
the way that i love you,ashanti,21.0,0.484,0.896,79.778,0.02,0.533,267680.0,0.000862,0.0588,-4.112,0.109,0.0,The Declaration,2008.0,pre_ai
the weekend,brantley gilbert,38.0,0.726,0.814,82.02,0.0528,0.531,188373.0,1.53e-06,0.0647,-4.744,0.0384,0.0,The Devil Don't Sleep (Deluxe),2016.0,post_ai
the widow,the mars volta,52.0,0.105,0.695,101.068,0.616,0.225,350880.0,0.00515,0.297,-5.899,0.0397,0.0,Frances the Mute,2005.0,pre_ai
the wind,zac brown band,52.0,0.878,0.947,136.031,0.221,0.688,176800.0,0.0,0.284,-4.097,0.0544,1.0,Uncaged,2012.0,pre_ai
the woman with you,kenny chesney,45.0,0.273,0.664,139.933,0.0672,0.55,270000.0,4.31e-05,0.114,-7.161,0.0348,1.0,When The Sun Goes Down (Deluxe Version),2004.0,pre_ai
the world,brad paisley,49.0,0.88,0.947,176.798,0.302,0.446,241680.0,0.000692,0.0979,-6.594,0.052,1.0,Hits Alive,2013.0,pre_ai
the zephyr song,red hot chili peppers,70.0,0.403,0.803,117.391,0.013,0.725,231933.0,3.66e-05,0.0891,-4.083,0.0337,1.0,By the Way (Deluxe Edition),2002.0,pre_ai
then,brad paisley,65.0,0.3,0.643,144.717,0.512,0.493,321640.0,2.42e-05,0.209,-5.19,0.0299,1.0,American Saturday Night,2009.0,pre_ai
there goes my baby,charlie wilson,52.0,0.662,0.827,81.019,0.0846,0.596,207627.0,0.0,0.382,-4.455,0.0541,1.0,Uncle Charlie,2009.0,pre_ai
there goes my baby,usher,39.0,0.268,0.51,154.887,0.183,0.601,283373.0,0.0,0.0898,-8.094,0.0933,0.0,Versus,2010.0,pre_ai
there goes my life,kenny chesney,44.0,0.213,0.488,135.712,0.0336,0.543,302667.0,5.48e-06,0.26,-8.24,0.0331,1.0,When The Sun Goes Down (Deluxe Version),2003.0,pre_ai
there is no arizona,jamie o'neal,43.0,0.346,0.619,167.907,0.216,0.467,236107.0,0.0,0.0886,-6.046,0.0345,0.0,Shiver,2000.0,pre_ai
there it is,ginuwine,20.0,0.212,0.739,106.052,0.14,0.603,300773.0,0.0,0.912,-3.356,0.153,1.0,Pony,2001.0,pre_ai
there she goes,babyface,39.0,0.83,0.654,104.993,0.035,0.789,270884.0,1.65e-05,0.0658,-5.284,0.118,1.0,Face 2 Face,2001.0,pre_ai
these days,rascal flatts,55.0,0.352,0.738,81.962,0.271,0.578,254493.0,0.0,0.0651,-4.109,0.0427,1.0,Melt,2002.0,pre_ai
these walls,kendrick lamar,22.0,0.373,0.489,108.005,0.11,0.752,300973.0,3.57e-06,0.202,-5.233,0.137,1.0,To Pimp A Butterfly,2015.0,post_ai
things that never cross a man's mind,kellie pickler,0.0,0.746,0.892,117.63,0.0356,0.67,189533.0,0.0,0.692,-3.953,0.0368,1.0,Small Town Girl,2006.0,pre_ai
thinking about you,norah jones,58.0,0.294,0.299,123.597,0.605,0.65,197280.0,0.0118,0.219,-10.76,0.03,1.0,Not Too Late,2007.0,pre_ai
thinking of you,katy perry,11.0,0.309,0.803,147.048,0.00167,0.431,246410.0,0.0,0.331,-4.459,0.0364,1.0,One Of The Boys,2008.0,pre_ai
thinking out loud,ed sheeran,84.0,0.591,0.445,78.998,0.474,0.781,281560.0,0.0,0.184,-6.061,0.0295,1.0,x (Deluxe Edition),2014.0,pre_ai
this afternoon,nickelback,61.0,0.647,0.875,160.079,0.00257,0.507,273493.0,0.0,0.346,-7.697,0.0389,1.0,Dark Horse,2008.0,pre_ai
"this ain't a scene, it's an arms race",fall out boy,69.0,0.4,0.888,100.033,0.000623,0.601,212040.0,0.0,0.0475,-4.018,0.0396,1.0,Infinity On High,2007.0,pre_ai
this ain't no love song,trace adkins,25.0,0.554,0.881,159.977,0.0873,0.511,200680.0,0.000353,0.127,-4.876,0.057,1.0,Cowboy's Back In Town (Deluxe Edition),2010.0,pre_ai
this is gospel,panic! at the disco,74.0,0.606,0.912,156.073,0.00155,0.572,187187.0,1.2e-06,0.102,-4.875,0.0707,1.0,"Too Weird To Live, Too Rare To Die!",2013.0,pre_ai
this is how a heart breaks,rob thomas,33.0,0.665,0.913,139.941,0.00159,0.605,230960.0,0.0,0.0813,-4.345,0.0376,1.0,Something To Be (Deluxe),2005.0,pre_ai
this is how we do,big tymers,49.0,0.745,0.74,101.032,0.0283,0.94,271488.0,3.98e-05,0.0524,-4.163,0.15,1.0,Big Money Heavyweight,2003.0,pre_ai
this is how we do,katy perry,66.0,0.8,0.636,96.0,0.0203,0.69,204285.0,0.0,0.147,-6.028,0.0457,0.0,PRISM (Deluxe),2013.0,pre_ai
this is it,scotty mccreery,74.0,0.602,0.511,156.042,0.254,0.557,230973.0,0.0,0.099,-6.788,0.0291,1.0,Seasons Change,2018.0,post_ai
this is my now,jordin sparks,10.0,0.172,0.559,148.016,0.223,0.471,229738.0,0.0,0.0935,-5.336,0.0285,1.0,Jordin Sparks,2007.0,pre_ai
this is war,thirty seconds to mars,40.0,0.225,0.723,160.048,0.0661,0.404,326983.0,1.91e-06,0.233,-5.26,0.0571,1.0,This Is War (Deluxe),2009.0,pre_ai
this is what it feels like,armin van buuren,4.0,0.147,0.828,129.942,0.0909,0.552,203240.0,1.07e-06,0.083,-5.321,0.0302,1.0,Intense,2013.0,pre_ai
this kiss,carly rae jepsen,33.0,0.662,0.888,128.015,0.00798,0.722,230813.0,0.0024,0.297,-4.291,0.0332,1.0,Kiss (Deluxe),2012.0,pre_ai
this love,maroon 5,70.0,0.809,0.862,95.051,0.0525,0.712,206200.0,0.0,0.093,-4.612,0.0378,0.0,Songs About Jane,2002.0,pre_ai
this ole boy,craig morgan,27.0,0.766,0.918,114.101,0.0548,0.567,262147.0,3.8e-05,0.0648,-2.729,0.0643,1.0,The Journey (Livin' Hits),2011.0,pre_ai
this one's for the girls,martina mcbride,0.0,0.609,0.801,126.966,0.0626,0.613,243160.0,1.15e-05,0.124,-4.431,0.0354,1.0,Martina,2003.0,pre_ai
this way,dilated peoples,50.0,0.628,0.863,85.599,0.155,0.51,245827.0,2.93e-06,0.375,-4.56,0.402,0.0,Neighborhood Watch,2004.0,pre_ai
this woman's work,maxwell,59.0,0.141,0.329,113.643,0.676,0.467,240320.0,3.69e-05,0.108,-9.165,0.0326,1.0,Now,2001.0,pre_ai
thnks fr th mmrs,fall out boy,77.0,0.615,0.884,154.868,0.00539,0.459,203507.0,0.0,0.107,-5.005,0.0644,0.0,Infinity On High,2007.0,pre_ai
thoia thoing,r. kelly,42.0,0.944,0.634,89.086,0.277,0.595,219373.0,5.27e-05,0.0787,-5.226,0.282,1.0,The World's Greatest,2003.0,pre_ai
three wooden crosses,randy travis,36.0,0.423,0.547,158.006,0.498,0.534,201240.0,0.0,0.0897,-7.915,0.0323,1.0,Rise and Shine,2002.0,pre_ai
through glass,stone sour,48.0,0.434,0.753,105.754,0.0417,0.545,282947.0,0.0,0.389,-4.618,0.036,0.0,Come What(ever) May,2006.0,pre_ai
through the rain,mariah carey,27.0,0.134,0.319,122.059,0.756,0.516,288640.0,0.0,0.185,-9.76,0.037,1.0,Charmbracelet,2002.0,pre_ai
throw it in the bag,fabolous,60.0,0.673,0.559,86.018,0.165,0.852,231573.0,0.0,0.0761,-7.441,0.0376,0.0,Loso's Way,2009.0,pre_ai
throw some d's,rich boy,57.0,0.414,0.863,160.894,0.0408,0.698,263920.0,0.0,0.0758,-5.292,0.489,1.0,Rich Boy,2006.0,pre_ai
throw that,slaughterhouse,6.0,0.399,0.683,149.974,0.00307,0.832,237573.0,0.0314,0.0643,-4.855,0.0606,1.0,welcome to: OUR HOUSE (Deluxe Version),2012.0,pre_ai
thug holiday,trick daddy,25.0,0.547,0.637,138.015,0.347,0.766,294160.0,0.0,0.129,-9.2,0.295,0.0,Thug Holiday (Edited Version),2002.0,pre_ai
thug lovin',ja rule,29.0,0.834,0.639,93.051,0.121,0.762,298053.0,0.0,0.138,-5.521,0.224,0.0,Exodus,2003.0,pre_ai
thugs get lonely too,2pac,55.0,0.702,0.878,81.962,0.0134,0.805,288080.0,1.15e-06,0.21,-6.081,0.253,1.0,Loyal To The Game,2004.0,pre_ai
thunder,boys like girls,57.0,0.463,0.821,75.057,0.223,0.508,236680.0,0.0,0.316,-5.279,0.0395,1.0,Boys Like Girls,2008.0,pre_ai
ticks,brad paisley,53.0,0.718,0.79,94.433,0.0312,0.623,273160.0,3.77e-05,0.106,-6.316,0.0283,1.0,5th Gear,2007.0,pre_ai
tighten up,the black keys,58.0,0.583,0.708,108.952,0.00142,0.459,211040.0,4.44e-06,0.485,-6.167,0.0681,0.0,Brothers (Deluxe Edition),2010.0,pre_ai
til it's gone,kenny chesney,52.0,0.499,0.822,86.481,0.00544,0.499,250533.0,0.000197,0.272,-7.122,0.049,1.0,The Big Revival,2014.0,pre_ai
til my last day,justin moore,33.0,0.618,0.767,104.956,0.0422,0.578,237467.0,0.0,0.0955,-5.337,0.0347,1.0,Outlaws Like Me,2011.0,pre_ai
tim mcgraw,taylor swift,59.0,0.39,0.506,152.175,0.567,0.546,232107.0,0.0,0.122,-6.334,0.0269,1.0,Taylor Swift,2006.0,pre_ai
time for miracles,adam lambert,10.0,0.178,0.707,144.343,0.00453,0.269,282827.0,0.0,0.362,-3.651,0.0308,1.0,For Your Entertainment (Deluxe Version),2009.0,pre_ai
time is love,josh turner,56.0,0.616,0.826,111.986,0.0869,0.655,200373.0,0.000209,0.0836,-4.828,0.0433,1.0,Punching Bag,2012.0,pre_ai
tin man,miranda lambert,64.0,0.292,0.372,79.456,0.861,0.425,259280.0,0.0148,0.0733,-10.92,0.03,1.0,The Weight of These Wings,2016.0,post_ai
tip it on back,dierks bentley,51.0,0.737,0.78,137.936,0.522,0.503,206520.0,0.16,0.138,-5.148,0.0323,1.0,Home,2012.0,pre_ai
to the max,dj khaled,53.0,0.72,0.812,159.869,0.0184,0.461,193902.0,0.000375,0.21,-5.776,0.241,0.0,Grateful,2017.0,post_ai
today,brad paisley,56.0,0.285,0.632,74.257,0.539,0.347,229338.0,0.00226,0.121,-6.998,0.0381,1.0,Love and War,2016.0,post_ai
toes,zac brown band,72.0,0.821,0.759,129.979,0.655,0.8,262773.0,0.0,0.0897,-5.398,0.0378,1.0,The Foundation,2008.0,pre_ai
tomorrow,chris young,65.0,0.349,0.644,141.733,0.56,0.441,220173.0,0.0,0.109,-5.774,0.0363,1.0,Neon,2011.0,pre_ai
tongue tied,grouplove,43.0,0.371,0.936,112.96,0.00847,0.56,218013.0,0.0,0.161,-5.835,0.0439,1.0,Never Trust A Happy Song,2011.0,pre_ai
tonight,jonas brothers,57.0,0.8,0.945,155.883,0.000564,0.47,209707.0,1.67e-05,0.382,-4.513,0.0841,1.0,A Little Bit Longer,2008.0,pre_ai
tonight i wanna cry,keith urban,54.0,0.145,0.385,103.779,0.88,0.579,259507.0,2.17e-06,0.164,-7.885,0.0256,1.0,Be Here,2005.0,pre_ai
tonight i'm getting over you,carly rae jepsen,34.0,0.14,0.783,125.951,0.00563,0.714,219960.0,0.000114,0.345,-5.344,0.0424,1.0,Kiss (Deluxe),2013.0,pre_ai
too close,alex clare,28.0,0.252,0.716,126.074,0.00919,0.576,256587.0,1.78e-06,0.113,-4.245,0.0414,0.0,The Lateness Of the Hour (Deluxe Edition),2011.0,pre_ai
too good,drake,61.0,0.397,0.65,117.984,0.0606,0.804,263373.0,7.05e-05,0.102,-7.79,0.118,1.0,Views,2016.0,post_ai
too many rappers,beastie boys,47.0,0.548,0.872,93.728,0.00566,0.627,291800.0,0.0,0.522,-4.388,0.158,0.0,Hot Sauce Committee (Pt. 2),2011.0,pre_ai
too much,drake,59.0,0.156,0.559,140.201,0.157,0.632,261867.0,0.0,0.121,-5.891,0.52,1.0,Nothing Was The Same (Deluxe),2013.0,pre_ai
too much of a good thing,alan jackson,34.0,0.473,0.496,108.036,0.19,0.712,188320.0,0.000388,0.0966,-7.816,0.0237,1.0,Genuine: The Alan Jackson Story,2004.0,pre_ai
took his time,lil wayne,59.0,0.641,0.703,149.988,0.144,0.752,262400.0,0.0,0.325,-3.417,0.213,0.0,Tha Carter V,2018.0,post_ai
top back,t.i.,56.0,0.659,0.678,160.074,0.0103,0.597,282413.0,0.0,0.381,-5.743,0.3,1.0,King,2006.0,pre_ai
top of the world,tim mcgraw,28.0,0.955,0.793,141.216,0.305,0.671,233973.0,0.0,0.49,-5.597,0.04,1.0,Damn Country Music (Deluxe Edition),2015.0,post_ai
tornado,little big town,51.0,0.492,0.696,97.004,0.0459,0.739,223573.0,9.61e-05,0.107,-5.149,0.0247,0.0,Tornado,2012.0,pre_ai
touch,omarion,3.0,0.949,0.743,115.033,0.0839,0.815,203467.0,0.000352,0.0621,-7.565,0.0497,1.0,O,2005.0,pre_ai
touch my body,mariah carey,54.0,0.863,0.665,78.515,0.0836,0.718,204733.0,0.0,0.139,-7.719,0.0527,0.0,E=MC²,2008.0,pre_ai
tough,craig morgan,38.0,0.148,0.386,132.885,0.553,0.605,195907.0,0.0,0.152,-8.008,0.0337,1.0,Little Bit Of Life,2006.0,pre_ai
toxic,britney spears,79.0,0.924,0.838,143.04,0.0249,0.774,198800.0,0.025,0.242,-3.914,0.114,0.0,In The Zone,2004.0,pre_ai
toxicity,system of a down,23.0,0.492,0.871,117.274,0.000277,0.415,218947.0,0.00305,0.208,-4.097,0.0551,1.0,Toxicity,2001.0,pre_ai
trading places,usher,58.0,0.332,0.643,146.005,0.000153,0.696,268240.0,1.03e-05,0.156,-5.218,0.0447,1.0,Here I Stand,2008.0,pre_ai
trap trap trap,rick ross,54.0,0.349,0.838,136.869,0.00612,0.729,275720.0,0.0,0.0721,-4.476,0.313,0.0,Rather You Than Me,2017.0,post_ai
trauma,meek mill,58.0,0.183,0.639,89.09,0.0284,0.682,238203.0,0.0,0.197,-4.406,0.292,1.0,Championships,2012.0,pre_ai
travelin' soldier,dixie chicks,57.0,0.508,0.365,145.859,0.691,0.569,343497.0,0.0,0.17,-7.047,0.0265,1.0,Home,2002.0,pre_ai
treasure,bruno mars,29.0,0.937,0.692,116.017,0.0412,0.874,178560.0,7.24e-05,0.324,-5.28,0.0431,0.0,Unorthodox Jukebox (Deluxe Edition),2013.0,pre_ai
troubadour,george strait,35.0,0.346,0.659,136.039,0.357,0.545,173933.0,0.000872,0.217,-5.432,0.0261,1.0,Strait Out Of The Box: Part 2,2008.0,pre_ai
trouble,p!nk,59.0,0.848,0.933,135.5,0.00822,0.575,193600.0,0.0,0.244,-2.719,0.051,1.0,Try This,2003.0,pre_ai
troublemaker,akon,51.0,0.842,0.787,122.074,0.128,0.857,237173.0,0.0,0.352,-4.222,0.106,0.0,Freedom,2008.0,pre_ai
truck yeah,tim mcgraw,6.0,0.757,0.915,97.979,0.12,0.617,211013.0,0.0,0.0967,-4.158,0.0323,1.0,Two Lanes Of Freedom (Accelerated Deluxe),2012.0,pre_ai
true,ryan cabrera,17.0,0.37,0.4,96.938,0.459,0.598,204173.0,0.0,0.112,-10.054,0.0241,1.0,Take It All Away,2004.0,pre_ai
true friend,hannah montana,19.0,0.597,0.768,130.358,0.00124,0.442,189773.0,0.000316,0.126,-5.021,0.042,0.0,Hannah Montana 2 · Meet Miley Cyrus,2007.0,pre_ai
truffle butter,nicki minaj,61.0,0.512,0.667,105.09,0.0559,0.894,220467.0,2.77e-05,0.114,-6.926,0.0498,0.0,The Pinkprint (Deluxe Edition),2015.0,post_ai
trumpets,jason derulo,27.0,0.64,0.703,81.897,0.563,0.627,217307.0,0.0,0.0962,-4.884,0.236,1.0,Talk Dirty (Deluxe Edition),2013.0,pre_ai
trust,justin bieber,56.0,0.474,0.487,72.674,0.067,0.609,203613.0,0.0,0.166,-8.444,0.168,0.0,Purpose (Deluxe),2015.0,post_ai
truth is,fantasia,50.0,0.616,0.451,73.209,0.309,0.707,236747.0,0.0,0.0524,-10.38,0.0761,1.0,Free Yourself,2004.0,pre_ai
try,colbie caillat,61.0,0.546,0.367,139.959,0.791,0.607,224573.0,0.0,0.106,-9.758,0.0288,1.0,Gypsy Heart,2014.0,pre_ai
try,p!nk,74.0,0.551,0.629,103.998,0.00141,0.673,247907.0,0.0,0.0944,-7.072,0.0299,1.0,The Truth About Love,2012.0,pre_ai
try it on my own,whitney houston,52.0,0.139,0.593,135.877,0.612,0.544,280427.0,6.75e-06,0.146,-5.887,0.0362,1.0,Just Whitney,2002.0,pre_ai
try sleeping with a broken heart,alicia keys,62.0,0.549,0.82,110.977,0.158,0.496,249013.0,0.246,0.13,-5.155,0.112,1.0,The Element Of Freedom,2009.0,pre_ai
turn off the light,nelly furtado,0.0,0.649,0.687,180.214,0.0782,0.589,276067.0,0.000289,0.419,-6.222,0.0981,1.0,"Whoa, Nelly!",2001.0,pre_ai
turn the night up,enrique iglesias,5.0,0.227,0.749,128.015,0.00555,0.775,197733.0,1.1e-05,0.103,-5.337,0.0425,1.0,S** AND LOVE (Deluxe),2013.0,pre_ai
turning tables,adele,68.0,0.21,0.452,79.83,0.952,0.305,250133.0,1.68e-05,0.129,-6.077,0.0293,0.0,21,2011.0,pre_ai
tuscan leather,drake,52.0,0.281,0.672,79.638,0.107,0.542,366400.0,0.0,0.262,-5.436,0.39,1.0,Nothing Was The Same (Deluxe),2013.0,pre_ai
twisted transistor,korn,67.0,0.416,0.983,110.053,0.00043,0.58,188933.0,0.00694,0.0801,-3.291,0.0636,0.0,See You On the Other Side,2005.0,pre_ai
two black cadillacs,carrie underwood,1.0,0.46,0.85,119.988,0.0226,0.551,297947.0,2.35e-06,0.0761,-4.492,0.0606,0.0,Blown Away,2012.0,pre_ai
two is better than one,boys like girls,66.0,0.25,0.702,127.976,0.189,0.521,242840.0,0.0,0.0962,-5.189,0.0331,1.0,Love Drunk,2009.0,pre_ai
u don't have to call,usher,60.0,0.806,0.568,100.005,0.0478,0.793,269400.0,3.57e-05,0.0304,-4.958,0.0459,1.0,8701,2001.0,pre_ai
u don't know me,t.i.,55.0,0.526,0.66,83.914,0.0496,0.779,243506.0,0.0,0.0825,-4.854,0.17,1.0,Urban Legend,2005.0,pre_ai
u got it bad,usher,71.0,0.649,0.5,124.037,0.0227,0.816,247840.0,1.53e-06,0.0733,-4.551,0.03,1.0,8701,2001.0,pre_ai
u make me wanna,jadakiss,54.0,0.576,0.822,109.711,0.0363,0.533,293800.0,0.0,0.343,-5.2,0.325,0.0,Kiss Of Death,2004.0,pre_ai
u remind me,usher,75.0,0.726,0.629,93.985,0.194,0.657,266893.0,0.0,0.254,-4.938,0.0782,1.0,8701,2001.0,pre_ai
u saved me,r. kelly,36.0,0.297,0.56,104.045,0.598,0.651,373773.0,0.0,0.0873,-7.012,0.053,1.0,Happy People/U Saved Me,2004.0,pre_ai
u should've known better,monica,1.0,0.835,0.529,122.024,0.213,0.753,257787.0,0.0,0.277,-5.156,0.0311,1.0,After The Storm,2004.0,pre_ai
u smile,justin bieber,63.0,0.387,0.612,75.618,0.537,0.388,196907.0,1.12e-06,0.115,-5.141,0.0478,1.0,My World 2.0,2010.0,pre_ai
u with me?,drake,46.0,0.129,0.414,79.542,0.363,0.419,297373.0,1.1e-05,0.141,-11.448,0.132,0.0,Views,2016.0,post_ai
ugly,bubba sparxxx,34.0,0.691,0.83,90.825,0.287,0.506,265267.0,7.19e-05,0.148,-5.861,0.218,0.0,"Dark Days, Bright Nights",2001.0,pre_ai
uh huh,b2k,16.0,0.9,0.671,99.69,0.0989,0.853,223333.0,3.83e-06,0.0597,-4.929,0.0641,1.0,B2K,2001.0,pre_ai
ultraviolence,lana del rey,11.0,0.0899,0.541,79.262,0.278,0.144,251480.0,1.01e-05,0.101,-7.076,0.038,1.0,Ultraviolence (Deluxe),2014.0,pre_ai
uma thurman,fall out boy,71.0,0.739,0.956,149.958,0.119,0.623,211573.0,0.000227,0.617,-2.608,0.0753,0.0,American Beauty/American Psycho,2015.0,post_ai
umbrella,rihanna,42.0,0.549,0.827,174.013,0.0101,0.581,275987.0,0.0,0.0522,-4.566,0.141,1.0,Good Girl Gone Bad (Deluxe),2007.0,pre_ai
umma do me,rocko,45.0,0.355,0.606,136.945,0.0875,0.695,230547.0,0.0,0.273,-5.161,0.0809,0.0,Self-Made,2008.0,pre_ai
unbroken,demi lovato,4.0,0.352,0.725,125.068,0.0307,0.559,198627.0,0.0,0.0974,-4.284,0.0661,1.0,Unbroken (Deluxe Edition),2011.0,pre_ai
unbroken,tim mcgraw,36.0,0.536,0.792,119.8,0.0865,0.595,241427.0,0.0,0.0769,-6.979,0.0286,0.0,Love Story,2001.0,pre_ai
unconditionally,katy perry,74.0,0.358,0.725,128.861,0.00266,0.397,228879.0,0.0,0.208,-4.862,0.043,1.0,PRISM (Deluxe),2013.0,pre_ai
undecided,chris brown,52.0,0.488,0.612,96.943,0.292,0.407,185000.0,0.0,0.198,-4.387,0.129,0.0,Indigo (Extended),2019.0,post_ai
under,pleasure p,29.0,0.474,0.678,119.986,0.202,0.675,231160.0,1.49e-06,0.144,-7.151,0.0625,0.0,The Introduction of Marcus Cooper,2009.0,pre_ai
under and over it,five finger death punch,59.0,0.094,0.996,75.978,1.41e-05,0.468,218133.0,0.0,0.26,-3.027,0.179,0.0,American Capitalist (Deluxe),2011.0,pre_ai
underneath it all,no doubt,59.0,0.838,0.731,138.204,0.235,0.729,302720.0,1.35e-06,0.391,-4.823,0.0682,1.0,Rock Steady,2002.0,pre_ai
underneath the tree,kelly clarkson,57.0,0.689,0.812,159.876,0.0013,0.509,229640.0,1.99e-05,0.214,-5.438,0.0537,1.0,Wrapped In Red,2013.0,pre_ai
