Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
brand new girlfriend,steve holy,58.0,0.72,0.861,133.82,2006.0,Gold,Curb Records,pre_ai
brave,sara bareilles,72.0,0.758,0.836,185.063,2013.0,3x Multi-Platinum,Epic,pre_ai
break,three days grace,42.0,0.737,0.897,115.491,2009.0,1x Platinum,Rca Records,pre_ai
break down here,julie roberts,50.0,0.229,0.485,126.103,2004.0,,,pre_ai
break the ice,britney spears,59.0,0.85,0.911,117.533,2008.0,,,pre_ai
break up,mario,28.0,0.535,0.515,145.898,2009.0,,,pre_ai
break ya neck,busta rhymes,22.0,0.697,0.797,82.99,2001.0,,,pre_ai
break you off,the roots,48.0,0.268,0.71,165.544,2002.0,,,pre_ai
break your heart,taio cruz,18.5,0.575,0.9,122.042,2009.0,,,pre_ai
breakaway,kelly clarkson,37.0,0.381,0.73,160.03,2004.0,Gold,Rca Records,pre_ai
breakeven,the script,18.0,0.529,0.698,94.023,2008.0,2x Multi-Platinum,Epic,pre_ai
breaking the habit,linkin park,66.0,0.581,0.849,100.021,2003.0,Gold,Warner Bros. Records,pre_ai
breakout,miley cyrus,18.0,0.793,0.839,160.027,2008.0,,,pre_ai
breath,breaking benjamin,46.0,0.373,0.873,182.813,2006.0,1x Platinum,Hollywood Records,pre_ai
breathe,fabolous,47.5,0.51,0.91,83.028,2004.0,,,pre_ai
breathe,michelle branch,47.0,0.209,0.753,117.148,2003.0,,,pre_ai
breathe,taylor swift,26.5,0.16,0.479,148.305,2008.0,,,pre_ai
breathless,the corrs,44.0,0.768,0.82,126.988,2000.0,,,pre_ai
bright lights,matchbox twenty,51.0,0.2,0.732,80.195,2003.0,,,pre_ai
bring em out,t.i.,65.0,0.587,0.891,98.579,2004.0,,,pre_ai
bring it on home,little big town,45.0,0.311,0.514,138.105,2006.0,,,pre_ai
bring me to life,evanescence,79.0,0.32,0.945,189.931,2003.0,3x Multi-Platinum,Wind-Up Records,pre_ai
bring out the freak in you,lil rob,28.0,0.712,0.504,110.027,2005.0,,,pre_ai
broken,lifehouse,41.0,0.482,0.705,130.638,2007.0,1x Platinum,Geffen,pre_ai
broken,seether,16.8,0.183,0.586,123.808,2004.0,1x Platinum,Wind-Up Records,pre_ai
brokenheartsville,joe nichols,54.0,0.528,0.626,103.965,2002.0,,,pre_ai
brotha,angie stone,47.0,0.661,0.434,132.254,2001.0,,,pre_ai
brother,needtobreathe,49.0,0.593,0.929,77.993,2011.0,Gold,Atlantic Records,pre_ai
bubble butt,major lazer,26.0,0.394,0.771,194.072,2013.0,Gold,Secretly Canadian,pre_ai
bubbly,colbie caillat,21.0,0.257,0.496,127.917,2007.0,1x Platinum,Universal Republic,pre_ai
bugatti,ace hood,13.5,0.0663,0.592,130.205,2013.0,1x Platinum,Cash Money / Republic Records,pre_ai
bulletproof,la roux,26.5,0.682,0.882,123.016,2009.0,2x Multi-Platinum,Interscope,pre_ai
bully,shinedown,60.0,0.48,0.969,77.011,2008.0,Gold,Atlantic Records,pre_ai
burn,ellie goulding,26.0,0.306,0.77,82.878,2013.0,4x Multi-Platinum,Cherrytree / Interscope,pre_ai
burn,jo dee messina,34.0,0.356,0.708,173.706,2000.0,,,pre_ai
burn it down,linkin park,74.0,0.585,0.972,110.006,2012.0,2x Multi-Platinum,Warner Bros. Records,pre_ai
burnin' up,jessie j,55.0,0.414,0.814,124.022,2014.0,,,pre_ai
burnin' up,jonas brothers,61.5,0.883,0.958,113.989,2008.0,,,pre_ai
bust your windows,jazmine sullivan,18.0,0.866,0.664,106.991,2008.0,,,pre_ai
but for the grace of god,keith urban,37.0,0.57,0.74,104.011,2000.0,,,pre_ai
butterflies,michael jackson,58.0,0.545,0.655,89.99,2001.0,,,pre_ai
by the way,red hot chili peppers,75.0,0.198,0.97,122.444,2002.0,2x Multi-Platinum,Warner Bros. Records,pre_ai
by your side,sade,67.0,0.582,0.433,146.097,2000.0,,,pre_ai
bye bye,mariah carey,26.5,0.847,0.599,135.995,2008.0,,,pre_ai
california gurls,katy perry,58.666666666666664,0.425,0.754,125.014,2010.0,8x Multi-Platinum,Capitol Records,pre_ai
california king bed,rihanna,68.0,0.345,0.615,169.784,2010.0,2x Multi-Platinum,Def Jam,pre_ai
call me,tweet,44.0,0.721,0.706,167.468,2002.0,,,pre_ai
call me maybe,carly rae jepsen,55.0,0.658,0.573,120.005,2011.0,10x Diamond,Schoolboy / Interscope,pre_ai
call me when you're sober,evanescence,66.0,0.328,0.883,93.41,2006.0,1x Platinum,Wind-Up Records,pre_ai
called out in the dark,snow patrol,58.0,0.961,0.703,120.0,2011.0,,,pre_ai
calling all angels,train,60.0,0.529,0.839,166.166,2003.0,Gold,Columbia,pre_ai
camouflage,brad paisley,45.0,0.771,0.965,113.633,2011.0,,,pre_ai
can i have it like that,pharrell,25.0,0.376,0.525,100.99,2005.0,,,pre_ai
can u believe,robin thicke,33.0,0.353,0.405,82.072,2007.0,,,pre_ai
can't be friends,trey songz,58.0,0.332,0.588,171.849,2010.0,Gold,Atlantic,pre_ai
can't be tamed,miley cyrus,56.0,0.743,0.91,116.98,2010.0,,,pre_ai
can't fight the moonlight,leann rimes,63.0,0.626,0.834,97.865,2000.0,Gold,Curb,pre_ai
can't get enough,j. cole,66.0,0.589,0.62,132.035,2011.0,,,pre_ai
can't get you out of my head,kylie minogue,29.0,0.964,0.563,126.007,2001.0,Gold,Capitol,pre_ai
can't go for that,tamia,10.0,0.448,0.698,106.041,2000.0,,,pre_ai
can't help but wait,trey songz,48.5,0.611,0.699,94.977,2007.0,Gold,Atlantic Records,pre_ai
can't let go,anthony hamilton,3.0,0.409,0.504,128.064,2005.0,,,pre_ai
can't shake you,gloriana,47.0,0.441,0.696,112.988,2012.0,,,pre_ai
can't stop,red hot chili peppers,81.0,0.875,0.938,91.455,2003.0,,,pre_ai
"can't stop, won't stop",young gunz,48.0,0.809,0.788,99.992,2003.0,,,pre_ai
candy shop,50 cent,79.0,0.755,0.574,125.173,2005.0,1x Platinum,Interscope,pre_ai
candyman,christina aguilera,55.5,0.72,0.789,172.976,2007.0,,,pre_ai
careful,paramore,15.0,0.607,0.945,164.997,2009.0,,,pre_ai
careless whisper,seether,25.333333333333332,0.328,0.943,134.077,2009.0,,,pre_ai
catch me,demi lovato,50.0,0.467,0.283,92.66,2009.0,,,pre_ai
celebration,game,27.0,0.596,0.68,147.929,2012.0,,,pre_ai
celebrity,brad paisley,43.0,0.787,0.837,123.777,2013.0,,,pre_ai
centuries,fall out boy,81.0,0.551,0.866,176.014,2014.0,4x Multi-Platinum,Island Records,pre_ai
chainsaw,the band perry,11.5,0.631,0.737,83.991,2014.0,,,pre_ai
champagne life,ne,8.0,0.589,0.741,193.105,2010.0,,,pre_ai
chandelier,sia,34.0,0.618,0.784,173.793,2014.0,3x Multi-Platinum,Rca Records,pre_ai
change,taylor swift,25.5,0.237,0.768,95.996,2008.0,Gold,"Big Machine Records, Inc.",pre_ai
change me,justin bieber,49.0,0.0777,0.34,72.15,2013.0,,,pre_ai
changed,rascal flatts,17.0,0.27,0.544,140.461,2012.0,Gold,"Big Machine Records, Inc.",pre_ai
chariot,gavin degraw,5.5,0.443,0.832,167.467,2005.0,Gold,j Records,pre_ai
charlene,anthony hamilton,6.0,0.451,0.346,123.869,2004.0,,,pre_ai
chasing cars,snow patrol,25.666666666666668,0.144,0.595,104.011,2006.0,5x Multi-Platinum,A&m,pre_ai
chasing pavements,adele,65.0,0.325,0.473,80.027,2008.0,1x Platinum,Xl Recordings / Columbia,pre_ai
chasing the sun,the wanted,31.0,0.65,0.773,128.082,2012.0,Gold,Island/Def Jam,pre_ai
check,young thug,66.0,0.368,0.581,110.953,2015.0,Gold,300 Entertainment / Atlantic Records,pre_ai
check my brain,alice in chains,5.0,0.304,0.844,113.989,2009.0,,,pre_ai
check yes juliet,we the kings,27.0,0.758,0.611,110.034,2008.0,,,pre_ai
cheyenne,jason derulo,21.0,0.289,0.761,99.989,2015.0,,,pre_ai
chicken fried,zac brown band,77.0,0.807,0.713,169.864,2008.0,6x Multi-Platinum,Elektra,pre_ai
children,justin bieber,60.0,0.304,0.884,126.977,2015.0,,,pre_ai
chillin,wale,6.0,0.402,0.915,99.024,2009.0,,,pre_ai
chinese democracy,guns n' roses,55.0,0.156,0.8,133.94,2008.0,,,pre_ai
chrome,trace adkins,34.0,0.804,0.841,89.968,2001.0,,,pre_ai
circle,marques houston,50.0,0.496,0.648,127.978,2007.0,,,pre_ai
circle the drain,katy perry,39.666666666666664,0.751,0.775,134.932,2010.0,,,pre_ai
circus,britney spears,70.0,0.761,0.733,114.98,2008.0,,,pre_ai
citizen/soldier,3 doors down,31.0,0.476,0.823,97.028,2007.0,Gold,Universal Records,pre_ai
clap back,ja rule,22.0,0.694,0.789,117.642,2003.0,,,pre_ai
cleanin' out my closet,eminem,30.0,0.869,0.732,147.979,2002.0,2x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
clint eastwood,gorillaz,75.0,0.524,0.694,167.964,2001.0,,,pre_ai
closer,ne,26.0,0.572,0.754,126.039,2010.0,,,pre_ai
closer,tegan and sara,61.0,0.52,0.751,136.979,2012.0,Gold,Warner Music Group,pre_ai
closer to love,mat kearney,50.0,0.553,0.601,104.984,2009.0,Gold,Columbia Records,pre_ai
closer to the edge,thirty seconds to mars,43.0,0.102,0.948,139.979,2009.0,,,pre_ai
cochise,audioslave,69.0,0.433,0.873,80.473,2002.0,,,pre_ai
coffee,miguel,7.0,0.119,0.624,161.911,2015.0,1x Platinum,Bystorm/Rca,pre_ai
coffee shop,yung joc,12.0,0.933,0.892,151.99,2007.0,,,pre_ai
cold,crossfade,7.0,0.618,0.815,147.974,2004.0,Gold,Columbia,pre_ai
cold day in july,dixie chicks,21.0,0.296,0.368,129.457,2000.0,,,pre_ai
cold hard bitch,jet,25.0,0.357,0.895,130.327,2004.0,,,pre_ai
cold wind blows,eminem,7.0,0.584,0.972,169.04,2010.0,Gold,Shady / Aftermath / Interscope,pre_ai
colder weather,zac brown band,30.0,0.199,0.381,135.979,2010.0,,,pre_ai
collard greens,schoolboy q,73.0,0.65,0.575,153.954,2013.0,2x Multi-Platinum,Top Dawg Entertainment / Interscope,pre_ai
collide,howie day,68.0,0.342,0.625,93.931,2004.0,Gold,Epic,pre_ai
come a little closer,dierks bentley,50.0,0.368,0.57,80.028,2005.0,Gold,Capitol Nashville,pre_ai
come back to me,david cook,51.0,0.632,0.895,108.087,2008.0,,,pre_ai
come clean,hilary duff,29.5,0.623,0.848,118.033,2003.0,Gold,Hollywood,pre_ai
come get it bae,pharrell williams,37.0,0.895,0.798,120.162,2014.0,Gold,Columbia,pre_ai
come into my world,kylie minogue,19.333333333333332,0.836,0.817,125.002,2002.0,,,pre_ai
come on get higher,matt nathanson,74.0,0.617,0.623,92.018,2008.0,2x Multi-Platinum,Vanguard,pre_ai
come on over,jessica simpson,0.0,0.556,0.859,110.037,2008.0,,,pre_ai
come over,kenny chesney,61.0,0.481,0.704,176.043,2012.0,2x Multi-Platinum,Blue Chair Records / Columbia Nashville,pre_ai
come thru,drake,56.0,0.433,0.477,82.046,2013.0,,,pre_ai
come wake me up,rascal flatts,14.0,0.392,0.658,155.801,2012.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
come with me now,kongos,52.0,0.728,0.726,103.987,2012.0,2x Multi-Platinum,Epic,pre_ai
coming undone,korn,72.0,0.546,0.677,75.052,2005.0,,,pre_ai
compass,lady antebellum,53.0,0.521,0.77,100.013,2013.0,Gold,Capitol Records Nashville,pre_ai
complicated,avril lavigne,79.0,0.427,0.776,77.987,2002.0,,,pre_ai
concrete angel,martina mcbride,10.0,0.253,0.588,155.76,2002.0,Gold,Rca Nashville,pre_ai
confident,demi lovato,0.0,0.33,0.751,130.036,2015.0,1x Platinum,Hollywood Records & Island Records,pre_ai
confident,justin bieber,64.0,0.892,0.565,134.129,2013.0,1x Platinum,Island Records,pre_ai
control,puddle of mudd,64.0,0.569,0.913,163.689,2001.0,,,pre_ai
control myself,ll cool j,43.0,0.456,0.878,120.047,2006.0,,,pre_ai
cool,gwen stefani,49.0,0.772,0.697,112.017,2005.0,,,pre_ai
cool for the summer,demi lovato,0.0,0.312,0.609,114.048,2015.0,2x Multi-Platinum,Hollywood Records & Island Records,pre_ai
cooler than me,mike posner,29.0,0.79,0.504,129.014,2009.0,2x Multi-Platinum,j Records,pre_ai
cop car,keith urban,52.0,0.366,0.664,154.033,2013.0,1x Platinum,Capitol Records Nashville,pre_ai
corona and lime,shwayze,7.5,0.903,0.77,99.988,2008.0,Gold,Suretone/Geffen,pre_ai
cough syrup,young the giant,54.0,0.225,0.721,128.978,2011.0,1x Platinum,"Roadrunner Records, Inc.",pre_ai
could it be,jaheim,43.0,0.531,0.553,70.033,2000.0,,,pre_ai
countdown,beyonce,40.0,0.699,0.787,167.349,2011.0,Gold,Parkwood Entertainment / Columbia,pre_ai
counting stars,onerepublic,56.0,0.477,0.705,122.016,2013.0,10x Diamond,Mosley Music  /  Interscope Records,pre_ai
country boy,alan jackson,43.666666666666664,0.601,0.856,139.044,2008.0,,,pre_ai
country man,luke bryan,49.0,0.858,0.836,120.001,2008.0,,,pre_ai
country must be country wide,brantley gilbert,42.666666666666664,0.5,0.765,83.093,2010.0,1x Platinum,the Valory Music Co,pre_ai
country nation,brad paisley,49.0,0.482,0.861,177.94,2014.0,,,pre_ai
country song,seether,17.0,0.917,0.856,96.021,2011.0,,,pre_ai
cowboy casanova,carrie underwood,23.0,0.63,0.81,120.034,2009.0,2x Multi-Platinum,19 Recordings Limited / Arista Nashville,pre_ai
crash,gwen stefani,38.0,0.917,0.928,126.251,2006.0,,,pre_ai
crash my party,luke bryan,39.0,0.436,0.808,144.08,2013.0,4x Multi-Platinum,Capitol Records Nashville,pre_ai
crawling,linkin park,40.0,0.299,0.702,105.076,2001.0,Gold,Warner Bros. Records,pre_ai
crawling back to you,daughtry,53.0,0.195,0.919,151.026,2011.0,,,pre_ai
crawling in the dark,hoobastank,21.0,0.661,0.919,187.106,2001.0,,,pre_ai
crazy girl,eli young band,69.0,0.227,0.708,150.966,2011.0,3x Multi-Platinum,the Valory Music Co,pre_ai
crew love,drake,42.0,0.294,0.546,160.152,2012.0,1x Platinum,Cash Money / Young Money / Republic Records,pre_ai
criminal,britney spears,65.0,0.711,0.734,107.987,2011.0,,,pre_ai
crooked smile,j. cole,0.0,0.482,0.784,81.004,2013.0,,,pre_ai
crush,david archuleta,30.0,0.487,0.664,162.084,2008.0,,,pre_ai
crushcrushcrush,paramore,64.0,0.648,0.793,136.96,2007.0,1x Platinum,Fueled by Ramen / Atlantic,pre_ai
crushin' it,brad paisley,56.0,0.745,0.823,108.99,2014.0,,,pre_ai
cry for you,september,1.25,0.904,0.746,130.02,2006.0,,,pre_ai
cry me a river,justin timberlake,76.0,0.565,0.653,73.884,2002.0,,,pre_ai
crying out for me,mario,54.0,0.505,0.72,130.063,2007.0,Gold,j Records,pre_ai
cuando me enamoro,enrique iglesias,36.666666666666664,0.895,0.808,126.025,2010.0,,,pre_ai
culo,pitbull,60.0,0.969,0.656,59.972,2004.0,,,pre_ai
cupid shuffle,cupid,61.0,0.861,0.582,71.774,2007.0,,,pre_ai
cyanide,metallica,46.0,0.497,0.993,129.255,2008.0,,,pre_ai
daddy,psy,62.0,0.753,0.87,132.049,2015.0,,,pre_ai
damaged,danity kane,58.0,0.818,0.653,120.01,2008.0,1x Platinum,Bad Boy,pre_ai
damaged,tlc,38.0,0.711,0.92,95.006,2002.0,,,pre_ai
dance for you,beyonce,41.0,0.471,0.78,110.005,2011.0,,,pre_ai
dance like we're making love,ciara,9.0,0.241,0.54,96.088,2015.0,,,pre_ai
"dance, dance",fall out boy,51.0,0.523,0.961,114.492,2005.0,3x Multi-Platinum,Island,pre_ai
dancin' away with my heart,lady antebellum,36.0,0.431,0.662,140.364,2011.0,Gold,Capitol Records Nashville,pre_ai
danger,erykah badu,16.0,0.494,0.534,89.018,2003.0,,,pre_ai
dangerous,kardinal offishall,44.0,0.807,0.79,117.002,2008.0,,,pre_ai
dangerously in love,beyonce,36.5,0.459,0.407,99.982,2003.0,,,pre_ai
dani california,red hot chili peppers,77.0,0.735,0.865,96.161,2006.0,2x Multi-Platinum,Reprise,pre_ai
dare,gorillaz,73.0,0.966,0.891,120.265,2005.0,,,pre_ai
dare you to move,switchfoot,52.333333333333336,0.362,0.899,140.026,2000.0,,,pre_ai
dark horse,katy perry,78.0,0.353,0.585,131.931,2013.0,11x Diamond,Capitol Records,pre_ai
dark side,kelly clarkson,18.0,0.32,0.86,118.873,2011.0,,,pre_ai
darte un beso,prince royce,37.5,0.817,0.711,139.962,2013.0,3x Multi-Platinum,Sony Latin,pre_ai
dashboard,modest mouse,64.0,0.96,0.903,135.938,2007.0,,,pre_ai
daughters,john mayer,71.0,0.503,0.413,124.895,2004.0,2x Multi-Platinum,Columbia,pre_ai
day drinking,little big town,12.0,0.86,0.959,163.883,2014.0,Gold,Capitol Records Nashville,pre_ai
daylight,maroon 5,1.0,0.368,0.677,119.978,2012.0,2x Multi-Platinum,222 Records / Interscope,pre_ai
daylight,matt and kim,68.0,0.65,0.802,101.31,2008.0,,,pre_ai
days go by,dirty vegas,2.0,0.309,0.853,126.99,2002.0,,,pre_ai
days go by,keith urban,36.666666666666664,0.76,0.892,131.951,2004.0,Gold,Capitol Nashville,pre_ai
days of gold,jake owen,35.0,0.453,0.991,111.03,2013.0,,,pre_ai
dear john,taylor swift,54.0,0.102,0.47,119.386,2010.0,,,pre_ai
death of a bachelor,panic! at the disco,76.0,0.405,0.538,139.256,2015.0,2x Multi-Platinum,Fueled by Ramen,pre_ai
decode,paramore,34.0,0.277,0.866,163.987,2008.0,2x Multi-Platinum,Atlantic,pre_ai
dem jeans,chingy,45.0,0.753,0.903,85.017,2006.0,,,pre_ai
diamond in the back,ludacris,17.0,0.673,0.621,161.429,2003.0,,,pre_ai
diamonds,fabolous,23.0,0.364,0.743,125.093,2007.0,,,pre_ai
diamonds,rihanna,26.666666666666668,0.388,0.709,91.937,2012.0,6x Multi-Platinum,Def Jam,pre_ai
diced pineapples,rick ross,37.0,0.377,0.734,110.771,2012.0,,,pre_ai
did my time,korn,55.0,0.25,0.874,93.027,2003.0,,,pre_ai
did you wrong,pleasure p,19.0,0.352,0.791,105.014,2008.0,,,pre_ai
didn't you know how much i loved you,kellie pickler,22.5,0.248,0.791,137.872,2006.0,,,pre_ai
die in your arms,justin bieber,23.0,0.725,0.878,171.723,2012.0,,,pre_ai
differences,ginuwine,50.5,0.425,0.492,63.06,2001.0,Gold,Epic,pre_ai
dig,incubus,44.0,0.463,0.895,77.577,2006.0,,,pre_ai
dig in,lenny kravitz,46.0,0.825,0.921,118.424,2001.0,,,pre_ai
digital girl,jamie foxx,16.0,0.701,0.555,213.885,2009.0,,,pre_ai
dilemma,nelly,31.0,0.782,0.691,168.025,2002.0,,,pre_ai
dirty little secret,the all,46.0,0.487,0.947,143.797,2005.0,,,pre_ai
dirty picture,taio cruz,9.5,0.559,0.697,119.908,2010.0,,,pre_ai
disco inferno,50 cent,69.0,0.71,0.659,97.018,2004.0,Gold,Aftermath  /  Interscope,pre_ai
disease,matchbox twenty,41.0,0.84,0.833,115.052,2002.0,,,pre_ai
disturbia,rihanna,34.0,0.717,0.813,124.904,2008.0,6x Multi-Platinum,Def Jam,pre_ai
diva,beyonce,32.5,0.875,0.542,146.1,2009.0,Gold,Columbia,pre_ai
dive in,trey songz,57.0,0.37,0.648,119.888,2012.0,,,pre_ai
dj play a love song,jamie foxx,47.0,0.31,0.618,119.984,2006.0,Gold,j Records,pre_ai
do i,luke bryan,19.0,0.299,0.691,137.985,2009.0,3x Multi-Platinum,Capitol Nashville,pre_ai
do i make you proud,taylor hicks,2.5,0.311,0.539,144.045,2006.0,,,pre_ai
do i make you wanna,billy currington,72.0,0.493,0.751,89.953,2015.0,1x Platinum,Mercury Nashville,pre_ai
do i wanna know?,arctic monkeys,83.0,0.405,0.532,85.03,2013.0,,,pre_ai
do it,nelly furtado,24.5,0.918,0.737,125.024,2007.0,,,pre_ai
do it well,jennifer lopez,36.0,0.426,0.807,107.988,2007.0,,,pre_ai
do you,ne,36.0,0.535,0.605,121.479,2007.0,,,pre_ai
do you want fries with that,tim mcgraw,32.0,0.671,0.802,135.999,2004.0,,,pre_ai
do you want to,franz ferdinand,60.0,0.759,0.942,123.085,2005.0,Gold,Epic/Domino,pre_ai
doa,foo fighters,58.0,0.72,0.913,145.522,2005.0,Gold,Rca,pre_ai
doesn't mean anything,alicia keys,56.0,0.0997,0.407,103.97,2009.0,,,pre_ai
doesn't really matter,janet,40.0,0.791,0.8,99.293,2000.0,,,pre_ai
doesn't remind me,audioslave,41.0,0.229,0.755,99.929,2005.0,,,pre_ai
dog days are over,florence + the machine,66.33333333333333,0.245,0.81,149.954,2009.0,,,pre_ai
doin' what she likes,blake shelton,55.0,0.832,0.767,152.011,2014.0,1x Platinum,Warner Bros.,pre_ai
domino,jessie j,42.0,0.783,0.554,126.986,2011.0,1x Platinum,Universal Records,pre_ai
don't,billy currington,47.0,0.825,0.774,98.015,2014.0,Gold,Mercury Records Nashville,pre_ai
don't,ed sheeran,74.0,0.849,0.608,95.049,2014.0,3x Multi-Platinum,Atlantic Records,pre_ai
don't blink,kenny chesney,58.0,0.647,0.605,147.925,2007.0,1x Platinum,Bna Records Label,pre_ai
don't forget,demi lovato,46.5,0.619,0.437,180.048,2008.0,,,pre_ai
don't forget to remember me,carrie underwood,34.5,0.331,0.608,78.606,2006.0,Gold,19 Recordings Limited / Arista Nashville,pre_ai
don't it,billy currington,64.0,0.668,0.824,90.966,2014.0,Gold,Mercury Records Nashville,pre_ai
don't know why,norah jones,30.5,0.631,0.199,88.466,2002.0,,,pre_ai
don't let me fall,b.o.b,37.0,0.267,0.73,150.187,2010.0,,,pre_ai
don't lie,the black eyed peas,24.0,0.596,0.774,89.894,2005.0,,,pre_ai
don't make me,blake shelton,39.0,0.245,0.546,141.876,2006.0,,,pre_ai
don't matter,akon,2.0,0.375,0.456,125.261,2006.0,3x Multi-Platinum,Universal,pre_ai
don't phunk with my heart,the black eyed peas,28.0,0.57,0.936,130.894,2005.0,Gold,A&m,pre_ai
don't say goodbye,paulina rubio,33.5,0.671,0.855,119.881,2002.0,,,pre_ai
"don't say no, just say yes",avant,40.0,0.571,0.493,139.982,2002.0,,,pre_ai
don't stop the music,rihanna,34.0,0.54,0.659,122.683,2007.0,4x Multi-Platinum,Def Jam,pre_ai
don't stop the party,pitbull,12.0,0.959,0.952,127.008,2012.0,,,pre_ai
don't take your love away,avant,40.0,0.375,0.525,185.733,2003.0,,,pre_ai
don't talk,jon b,5.0,0.635,0.582,104.607,2001.0,,,pre_ai
don't tell 'em,jeremih,73.0,0.405,0.525,97.988,2014.0,3x Multi-Platinum,Def Jam,pre_ai
don't tell me,avril lavigne,60.0,0.484,0.795,144.106,2004.0,,,pre_ai
don't tell me,madonna,54.0,0.679,0.618,99.965,2000.0,Gold,Maverick,pre_ai
don't think i can't love you,jake owen,47.0,0.203,0.558,115.742,2009.0,,,pre_ai
don't think i don't think about it,darius rucker,12.0,0.405,0.752,149.689,2008.0,Gold,Capitol Nashville,pre_ai
don't wait,dashboard confessional,32.0,0.165,0.836,154.013,2006.0,,,pre_ai
don't wanna go home,jason derulo,64.0,0.637,0.808,121.956,2011.0,Gold,Warner Bros.,pre_ai
don't wanna try,frankie j,38.0,0.199,0.433,130.127,2003.0,,,pre_ai
done.,the band perry,16.5,0.775,0.875,100.047,2013.0,,,pre_ai
dope,lady gaga,12.0,0.16,0.429,128.686,2013.0,,,pre_ai
double vision,3oh!3,2.0,0.629,0.888,120.041,2010.0,,,pre_ai
down and out,cam'ron,20.0,0.654,0.844,82.944,2004.0,,,pre_ai
down on me,jeremih,45.0,0.594,0.598,160.041,2010.0,4x Multi-Platinum,Def Jam,pre_ai
down to earth,justin bieber,31.0,0.205,0.727,82.032,2009.0,Gold,Def Jam,pre_ai
downtime,jo dee messina,23.0,0.704,0.887,109.806,2001.0,,,pre_ai
downtown,lady antebellum,40.0,0.961,0.823,169.926,2013.0,1x Platinum,Capitol Records Nashville,pre_ai
drank in my cup,kirko bangz,18.0,0.274,0.639,132.924,2011.0,1x Platinum,Elektra,pre_ai
dream on,depeche mode,48.0,0.624,0.56,128.001,2001.0,,,pre_ai
dreaming with a broken heart,john mayer,68.0,0.157,0.351,135.976,2006.0,1x Platinum,Columbia,pre_ai
dreams,diana degarmo,8.0,0.292,0.617,128.19,2004.0,,,pre_ai
dreams,the game,33.0,0.306,0.785,77.963,2005.0,,,pre_ai
drift away,uncle kracker,30.25,0.861,0.66,151.956,2002.0,,,pre_ai
drink a beer,luke bryan,37.5,0.298,0.419,78.104,2013.0,2x Multi-Platinum,Capitol Records Nashville,pre_ai
drink on it,blake shelton,29.0,0.683,0.725,93.975,2012.0,1x Platinum,Warner Bros. Nashville,pre_ai
drink to that all night,jerrod niemann,63.0,0.475,0.846,115.965,2013.0,1x Platinum,Arista Nashville,pre_ai
drinking class,lee brice,66.0,0.269,0.53,109.003,2014.0,1x Platinum,Curb Records,pre_ai
drive,miley cyrus,56.0,0.284,0.678,142.968,2013.0,,,pre_ai
drive by,train,73.0,0.721,0.837,122.028,2012.0,3x Multi-Platinum,Columbia,pre_ai
