Name,Artist,Popularity,Valence,Energy,Tempo,year,RiaaStatus,Label,period
someday,rob thomas,4.5,0.71,0.848,135.975,2009.0,Gold,Atlantic Records,pre_ai
someone else,miley cyrus,58.0,0.34,0.761,133.985,2013.0,,,pre_ai
someone like you,adele,79.0,0.285,0.33,135.109,2011.0,5x Multi-Platinum,Xl Recordings / Columbia,pre_ai
someone to call my lover,janet,44.0,0.921,0.914,127.907,2001.0,,,pre_ai
someone to love you,ruff endz,0.0,0.426,0.678,77.928,2002.0,,,pre_ai
something,lasgo,32.0,0.38,0.981,140.01,2001.0,,,pre_ai
something in the water,carrie underwood,25.0,0.0971,0.893,139.763,2014.0,1x Platinum,19 Recordings Limited / Arista Nashville,pre_ai
something in your mouth,nickelback,63.0,0.746,0.977,129.975,2008.0,,,pre_ai
something more,sugarland,53.0,0.415,0.85,102.265,2004.0,Gold,Mercury Nashville,pre_ai
something's gotta give,leann rimes,29.0,0.471,0.85,109.002,2005.0,,,pre_ai
sometimes you can't make it on your own,u2,36.0,0.382,0.595,95.985,2004.0,,,pre_ai
somewhere i belong,linkin park,65.0,0.442,0.951,162.065,2003.0,,,pre_ai
somewhere only we know,keane,36.0,0.334,0.59,172.016,2004.0,2x Multi-Platinum,Interscope,pre_ai
somewhere with you,kenny chesney,62.0,0.536,0.849,111.969,2010.0,2x Multi-Platinum,Bna Records,pre_ai
song for the lonely,cher,40.0,0.38,0.915,129.972,2002.0,,,pre_ai
songs about me,trace adkins,45.0,0.391,0.901,117.943,2004.0,,,pre_ai
sooner or later,breaking benjamin,30.5,0.416,0.843,92.827,2004.0,,,pre_ai
sorry,buckcherry,50.5,0.381,0.773,130.952,2005.0,1x Platinum,Atlantic,pre_ai
sorry,justin bieber,81.0,0.414,0.768,100.209,2015.0,8x Multi-Platinum,Def Jam,pre_ai
sorry,madonna,58.0,0.443,0.877,132.971,2006.0,,,pre_ai
sorry,rick ross,55.0,0.68,0.641,82.73,2015.0,,,pre_ai
sorry 2004,ruben studdard,10.0,0.462,0.472,129.964,2003.0,,,pre_ai
sorry for party rocking,lmfao,17.75,0.55,0.877,133.998,2012.0,Gold,Interscope / Geffen / A&m,pre_ai
"sorry, blame it on me",akon,5.0,0.543,0.65,176.141,2007.0,1x Platinum,Universal Records,pre_ai
sos,rihanna,45.0,0.431,0.666,137.028,2006.0,2x Multi-Platinum,Def Jam,pre_ai
soul meets body,death cab for cutie,58.0,0.717,0.772,128.133,2005.0,Gold,Atlantic,pre_ai
soul sista,bilal,53.0,0.675,0.322,145.848,2001.0,,,pre_ai
sound of madness,shinedown,29.5,0.329,0.939,185.971,2008.0,1x Platinum,Atlantic Records,pre_ai
southern comfort zone,brad paisley,0.0,0.519,0.876,160.0,2012.0,,,pre_ai
southern girl,tim mcgraw,23.5,0.92,0.77,110.032,2013.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
southern voice,tim mcgraw,41.0,0.758,0.877,112.051,2009.0,Gold,Curb Records,pre_ai
southside,lloyd,63.0,0.458,0.411,74.94,2004.0,,,pre_ai
spaceman,the killers,56.5,0.803,0.904,151.988,2008.0,,,pre_ai
spanish guitar,toni braxton,39.0,0.38,0.562,120.043,2000.0,,,pre_ai
sparks,hilary duff,46.0,0.793,0.882,122.013,2015.0,,,pre_ai
sparks fly,taylor swift,50.0,0.374,0.787,114.987,2010.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
speak,godsmack,41.5,0.561,0.887,97.018,2006.0,,,pre_ai
speak now,taylor swift,45.5,0.735,0.599,118.975,2010.0,Gold,"Big Machine Records, Inc.",pre_ai
speechless,lady gaga,26.0,0.429,0.702,143.828,2009.0,,,pre_ai
spin,lifehouse,17.0,0.385,0.901,134.707,2002.0,,,pre_ai
splash waterfalls,ludacris,26.0,0.689,0.845,73.026,2003.0,,,pre_ai
spotlight,jennifer hudson,36.0,0.686,0.718,108.978,2008.0,,,pre_ai
stacy's mom,fountains of wayne,75.0,0.925,0.75,118.015,2003.0,Gold,s-Curve Records,pre_ai
stan,eminem,49.0,0.507,0.768,80.063,2000.0,2x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
stand,rascal flatts,54.0,0.565,0.765,187.68,2007.0,,,pre_ai
stand by you,rachel platten,65.0,0.525,0.897,188.03,2015.0,1x Platinum,Columbia,pre_ai
stand up,ludacris,41.0,0.788,0.832,99.124,2003.0,,,pre_ai
standing still,jewel,49.0,0.34,0.68,123.9,2001.0,,,pre_ai
stars,switchfoot,22.5,0.314,0.978,131.768,2005.0,Gold,Columbia,pre_ai
starships,nicki minaj,60.333333333333336,0.718,0.728,125.027,2012.0,6x Multi-Platinum,Young Money / Cash Money,pre_ai
starstrukk,3oh!3,32.0,0.513,0.633,139.944,2009.0,1x Platinum,Photofinish / Atlantic,pre_ai
start all over,miley cyrus,11.0,0.343,0.944,150.032,2007.0,,,pre_ai
started from the bottom,drake,68.0,0.545,0.523,86.311,2013.0,5x Multi-Platinum,Cash Money / Young Money / Republic Records,pre_ai
startin' with me,jake owen,47.0,0.319,0.653,159.42,2006.0,,,pre_ai
state of grace,taylor swift,48.5,0.42,0.834,129.958,2012.0,Gold,Big Machine Label Group,pre_ai
stay,miley cyrus,48.0,0.34,0.698,129.985,2010.0,,,pre_ai
stay,rihanna,46.0,0.125,0.31,111.893,2013.0,7x Multi-Platinum,Def Jam,pre_ai
stay,sugarland,62.0,0.389,0.284,135.632,2006.0,1x Platinum,Mercury Nashville,pre_ai
stay fly,three 6 mafia,31.5,0.658,0.844,133.293,2005.0,2x Multi-Platinum,Columbia,pre_ai
stay stay stay,taylor swift,55.0,0.904,0.753,100.114,2012.0,,,pre_ai
stay the night,james blunt,61.0,0.8,0.886,96.001,2010.0,,,pre_ai
stay with you,goo goo dolls,37.0,0.378,0.877,139.9,2006.0,Gold,Warner Bros.,pre_ai
"steady, as she goes",the raconteurs,50.0,0.549,0.603,123.006,2006.0,,,pre_ai
step in the name of love,r. kelly,33.0,0.537,0.581,92.983,2003.0,,,pre_ai
steve mcqueen,sheryl crow,29.5,0.728,0.899,169.95,2002.0,,,pre_ai
stick to the status quo,high school musical cast,33.0,0.809,0.711,159.99,2006.0,,,pre_ai
still,tim mcgraw,28.0,0.23,0.612,173.412,2009.0,,,pre_ai
still fly,big tymers,62.0,0.548,0.61,177.943,2002.0,,,pre_ai
still in my heart,tracie spencer,30.0,0.601,0.529,89.913,2000.0,,,pre_ai
still into you,paramore,61.5,0.765,0.923,136.01,2013.0,2x Multi-Platinum,Fueled by Ramen / Atlantic,pre_ai
still tippin',mike jones,18.0,0.902,0.687,143.12,2004.0,1x Platinum,Warner Bros.,pre_ai
stingy,ginuwine,35.5,0.619,0.532,126.737,2002.0,,,pre_ai
stole,kelly rowland,29.0,0.485,0.717,79.974,2002.0,,,pre_ai
stop and stare,onerepublic,43.0,0.251,0.859,92.474,2007.0,,,pre_ai
storm,lenny kravitz,29.0,0.256,0.606,180.082,2004.0,,,pre_ai
storm warning,hunter hayes,36.0,0.772,0.843,185.998,2011.0,Gold,Atlantic Records,pre_ai
straight out of line,godsmack,47.5,0.375,0.959,184.026,2003.0,,,pre_ai
straight to the bank,50 cent,26.0,0.483,0.84,179.402,2007.0,,,pre_ai
straight up,chante moore,3.0,0.945,0.868,100.006,2000.0,,,pre_ai
strange,reba,37.0,0.391,0.754,173.978,2009.0,,,pre_ai
strange clouds,b.o.b,34.0,0.845,0.714,147.911,2012.0,,,pre_ai
stranger,hilary duff,26.0,0.836,0.788,124.032,2007.0,,,pre_ai
stressed out,twenty one pilots,84.0,0.648,0.637,169.977,2015.0,7x Multi-Platinum,Fueled by Ramen,pre_ai
stricken,disturbed,73.0,0.29,0.969,173.878,2005.0,Gold,Reprise,pre_ai
strip it down,luke bryan,64.0,0.714,0.878,137.989,2015.0,2x Multi-Platinum,Capitol Records Nashville,pre_ai
strip me,natasha bedingfield,38.5,0.529,0.78,159.947,2010.0,,,pre_ai
stronger,britney spears,66.0,0.842,0.923,108.049,2000.0,Gold,Jive,pre_ai
stronger woman,jewel,28.0,0.554,0.796,169.865,2008.0,,,pre_ai
strut,the cheetah girls,23.0,0.532,0.856,120.047,2006.0,,,pre_ai
stuck,stacie orrico,56.0,0.595,0.904,200.566,2003.0,,,pre_ai
stuck in a moment you can't get out of,u2,65.0,0.285,0.665,158.493,2001.0,,,pre_ai
stuck like glue,sugarland,65.0,0.836,0.795,83.961,2010.0,2x Multi-Platinum,Mercury,pre_ai
studio,schoolboy q,69.0,0.58,0.589,133.922,2014.0,1x Platinum,Top Dawg Entertainment / Interscope,pre_ai
stupid boy,keith urban,29.5,0.562,0.609,145.884,2006.0,Gold,Capitol Nashville,pre_ai
stupid girls,p!nk,60.0,0.568,0.886,100.029,2006.0,Gold,Laface,pre_ai
stupid hoe,nicki minaj,43.666666666666664,0.681,0.826,100.034,2011.0,,,pre_ai
stutter,maroon 5,18.0,0.811,0.881,119.981,2010.0,,,pre_ai
style,taylor swift,41.0,0.487,0.791,94.933,2014.0,3x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
suffocate,j. holiday,34.0,0.474,0.437,123.017,2007.0,,,pre_ai
suga suga,baby bash,4.0,0.534,0.745,82.513,2003.0,Gold,Universal Records,pre_ai
sugar,maroon 5,26.0,0.884,0.788,120.076,2015.0,8x Multi-Platinum,Interscope,pre_ai
suit & tie,justin timberlake,67.0,0.357,0.596,101.985,2013.0,2x Multi-Platinum,Rca Records,pre_ai
summer,calvin harris,1.0,0.712,0.856,127.952,2014.0,3x Multi-Platinum,Columbia,pre_ai
summer nights,lil rob,54.0,0.392,0.672,81.813,2005.0,,,pre_ai
summer nights,rascal flatts,13.5,0.657,0.895,102.078,2009.0,,,pre_ai
summertime,kenny chesney,58.0,0.713,0.928,167.986,2005.0,1x Platinum,Bna Records Label,pre_ai
sunday morning,maroon 5,70.0,0.805,0.76,88.059,2002.0,2x Multi-Platinum,A&m/Octone,pre_ai
sunny and 75,joe nichols,59.0,0.323,0.893,120.045,2013.0,Gold,Red Bow Recrods,pre_ai
super bass,nicki minaj,45.5,0.677,0.864,127.022,2011.0,8x Multi-Platinum,Cash Money / Republic Records,pre_ai
superheroes,the script,7.0,0.641,0.885,166.992,2014.0,Gold,Columbia,pre_ai
superman,eminem,32.0,0.561,0.759,130.004,2002.0,1x Platinum,Shady / Aftermath / Interscope,pre_ai
superman,taylor swift,48.0,0.559,0.765,131.982,2010.0,,,pre_ai
supernatural superserious,r.e.m.,46.0,0.769,0.676,125.033,2008.0,,,pre_ai
superstar,lupe fiasco,66.0,0.472,0.822,94.812,2007.0,1x Platinum,Atlantic,pre_ai
sure be cool if you did,blake shelton,41.5,0.582,0.726,136.802,2013.0,2x Multi-Platinum,Warner Bros. Records,pre_ai
sure thing,miguel,74.0,0.504,0.603,81.0,2010.0,3x Multi-Platinum,Bystorm/Rca,pre_ai
survival,eminem,68.0,0.437,0.899,176.384,2013.0,1x Platinum,Shady / Aftermath / Interscope,pre_ai
survivalism,nine inch nails,36.0,0.354,0.675,129.983,2007.0,,,pre_ai
suspicions,tim mcgraw,34.0,0.798,0.733,147.305,2007.0,,,pre_ai
sweet annie,zac brown band,59.0,0.171,0.434,139.976,2013.0,Gold,Atlantic Records,pre_ai
sweet dreams,beyonce,38.0,0.764,0.806,121.985,2008.0,1x Platinum,Music World / Columbia,pre_ai
sweet southern comfort,buddy jewell,0.0,0.366,0.612,148.083,2003.0,,,pre_ai
sweetness,jimmy eat world,69.0,0.597,0.898,135.331,2002.0,,,pre_ai
swing,trace adkins,34.0,0.742,0.857,108.027,2006.0,,,pre_ai
"swing, swing",the all,53.0,0.273,0.725,127.943,2002.0,,,pre_ai
switch,will smith,25.5,0.528,0.884,102.51,2005.0,Gold,Interscope,pre_ai
taboo,don omar,41.0,0.797,0.886,125.044,2011.0,,,pre_ai
tainted,slum village,46.0,0.65,0.442,92.81,2002.0,,,pre_ai
take a back road,rodney atkins,68.0,0.918,0.856,169.902,2011.0,1x Platinum,Curb Records,pre_ai
take a walk,passion pit,5.0,0.445,0.755,101.006,2012.0,Gold,Columbia Records,pre_ai
take back the night,justin timberlake,55.0,0.333,0.664,106.502,2013.0,,,pre_ai
take care,drake,43.5,0.299,0.515,121.845,2011.0,4x Multi-Platinum,Cash Money / Young Money / Republic Records,pre_ai
take it to the head,dj khaled,18.0,0.634,0.846,141.976,2012.0,Gold,Cash Money / Republic Records,pre_ai
take me as i am,mary j. blige,44.0,0.576,0.565,82.251,2006.0,,,pre_ai
take me away,fefe dobson,1.0,0.764,0.908,110.056,2003.0,,,pre_ai
take me home,cash cash,14.0,0.704,0.412,142.739,2013.0,1x Platinum,Big Beat /  Atlantic Records,pre_ai
take me on the floor,the veronicas,21.5,0.621,0.9,139.969,2007.0,,,pre_ai
take me out,franz ferdinand,71.0,0.527,0.663,104.561,2004.0,Gold,Epic,pre_ai
take my breath away,jessica simpson,47.0,0.405,0.607,99.692,2004.0,Gold,Columbia,pre_ai
take you down,chris brown,21.0,0.589,0.631,59.409,2008.0,Gold,Rca,pre_ai
take you out,luther vandross,34.0,0.385,0.597,86.222,2001.0,,,pre_ai
taking chances,celine dion,50.5,0.243,0.536,176.3,2007.0,,,pre_ai
taking you home,don henley,49.0,0.0899,0.492,72.344,2000.0,,,pre_ai
tal vez,ricky martin,57.0,0.193,0.615,115.884,2003.0,,,pre_ai
talk that talk,rihanna,36.0,0.466,0.671,83.999,2012.0,1x Platinum,Def Jam,pre_ai
tattoo,jordin sparks,20.0,0.541,0.778,167.965,2007.0,Gold,Jive,pre_ai
te quiero,flex,59.0,0.465,0.598,83.946,2007.0,,,pre_ai
teach me how to dougie,cali swag district,64.0,0.512,0.438,85.013,2010.0,1x Platinum,Capitol,pre_ai
tear in my heart,twenty one pilots,75.0,0.447,0.632,120.113,2015.0,2x Multi-Platinum,Fueled by Ramen,pre_ai
teardrops on my guitar,taylor swift,14.0,0.154,0.547,99.942,2007.0,3x Multi-Platinum,"Big Machine Records, Inc.",pre_ai
teenage daughters,martina mcbride,0.0,0.479,0.751,91.051,2011.0,,,pre_ai
teenage dream,katy perry,59.666666666666664,0.605,0.804,119.999,2010.0,7x Multi-Platinum,Capitol Records,pre_ai
teenagers,my chemical romance,60.0,0.836,0.859,110.773,2007.0,2x Multi-Platinum,Reprise,pre_ai
telephone,lady gaga,34.25,0.716,0.836,122.014,2010.0,3x Multi-Platinum,Streamline  /  Interscope,pre_ai
tell me,bobby valentino,54.0,0.531,0.798,95.038,2005.0,,,pre_ai
tell me 'bout it,joss stone,0.0,0.686,0.927,109.303,2007.0,,,pre_ai
tell me baby,red hot chili peppers,67.0,0.28,0.993,107.933,2006.0,Gold,Warner Bros.,pre_ai
temperature,sean paul,33.333333333333336,0.643,0.931,129.507,2006.0,3x Multi-Platinum,Atlantic Records,pre_ai
temporary home,carrie underwood,28.0,0.181,0.354,80.767,2009.0,1x Platinum,19 Recordings Limited / Arista Nashville,pre_ai
ten feet tall,afrojack,65.0,0.346,0.861,127.049,2014.0,Gold,Def Jam,pre_ai
tequila makes her clothes fall off,joe nichols,37.5,0.687,0.702,93.963,2005.0,Gold,Universal South,pre_ai
thank you,dido,12.0,0.738,0.595,79.98,2000.0,Gold,Arista,pre_ai
thank you,estelle,39.0,0.421,0.717,83.916,2011.0,,,pre_ai
thank you for loving me,bon jovi,38.0,0.127,0.39,132.978,2000.0,,,pre_ai
thank you in advance,boyz ii men,41.0,0.208,0.435,119.988,2000.0,,,pre_ai
that don't sound like you,lee brice,60.0,0.255,0.589,129.813,2015.0,1x Platinum,Curb Records,pre_ai
that should be me,justin bieber,46.5,0.263,0.627,139.919,2010.0,,,pre_ai
that'd be alright,alan jackson,35.5,0.886,0.734,134.266,2002.0,,,pre_ai
that's how country boys roll,billy currington,48.0,0.916,0.916,120.974,2008.0,Gold,Mercury Records Nashville,pre_ai
that's how i beat shaq,aaron carter,26.5,0.652,0.803,106.015,2001.0,,,pre_ai
that's not my name,the ting tings,0.0,0.959,0.901,145.042,2007.0,1x Platinum,Columbia,pre_ai
that's the kind of mood i'm in,patty loveless,0.0,0.62,0.71,126.374,2010.0,,,pre_ai
that's what i love about sunday,craig morgan,53.0,0.417,0.56,139.469,2004.0,Gold,Broken Bow Records,pre_ai
that's what i'm looking for,da brat,0.0,0.965,0.706,130.061,2000.0,,,pre_ai
that's what you get,paramore,64.0,0.632,0.831,131.094,2008.0,1x Platinum,Fueled by Ramen / Atlantic,pre_ai
the a team,ed sheeran,27.0,0.407,0.289,84.996,2011.0,,,pre_ai
the adventures of rain dance maggie,red hot chili peppers,67.0,0.576,0.734,106.254,2011.0,,,pre_ai
the anthem,good charlotte,75.0,0.893,0.939,177.751,2003.0,Gold,Epic,pre_ai
the anthem,pitbull,27.5,0.902,0.785,123.993,2007.0,,,pre_ai
the baby,blake shelton,46.0,0.281,0.533,86.406,2002.0,,,pre_ai
the ballad of mona lisa,panic! at the disco,39.0,0.0794,0.893,124.113,2011.0,1x Platinum,Fueled by Ramen,pre_ai
the blacker the berry,kendrick lamar,18.0,0.27,0.852,176.058,2015.0,Gold,Top Dawg Entertainment / Aftermath / Interscope Records,pre_ai
the boss,rick ross,55.0,0.632,0.857,85.937,2011.0,1x Platinum,Def Jam,pre_ai
the boys of summer,the ataris,68.0,0.264,0.954,191.059,2003.0,Gold,Columbia,pre_ai
the call,backstreet boys,62.0,0.747,0.874,104.196,2001.0,,,pre_ai
the carpal tunnel of love,fall out boy,51.0,0.632,0.949,140.824,2006.0,,,pre_ai
the catalyst,linkin park,12.0,0.178,0.925,135.009,2010.0,Gold,Warner Bros.,pre_ai
the christmas song,christina aguilera,27.0,0.147,0.3,71.31,2000.0,,,pre_ai
the cowboy in me,tim mcgraw,44.0,0.153,0.569,71.92,2001.0,,,pre_ai
the creep,the lonely island,26.0,0.807,0.873,134.153,2011.0,,,pre_ai
the crow & the butterfly,shinedown,23.5,0.238,0.781,149.002,2008.0,Gold,Atlantic Records,pre_ai
the day that never comes,metallica,56.0,0.48,0.986,124.668,2008.0,Gold,Atlantic Records / Elektra Records,pre_ai
the devil is a lie,rick ross,35.0,0.638,0.83,102.91,2013.0,Gold,Def Jam,pre_ai
the edge of glory,lady gaga,63.0,0.361,0.772,127.952,2011.0,3x Multi-Platinum,Streamline  /  Interscope,pre_ai
the fear,lily allen,11.0,0.522,0.847,134.002,2008.0,,,pre_ai
the feeling,justin bieber,67.0,0.198,0.818,127.101,2015.0,Gold,Def Jam,pre_ai
the fixer,pearl jam,60.0,0.9,0.92,152.2,2009.0,,,pre_ai
the ghost of you,my chemical romance,57.5,0.0372,0.752,144.766,2004.0,,,pre_ai
the good stuff,kenny chesney,55.0,0.502,0.62,143.78,2002.0,Gold,Bna Records Label,pre_ai
the great escape,boys like girls,65.0,0.505,0.94,149.934,2007.0,Gold,Columbia,pre_ai
the hand that feeds,nine inch nails,38.5,0.486,0.99,127.992,2005.0,,,pre_ai
the hanging tree,james newton howard,65.0,0.109,0.085,94.26,2014.0,,,pre_ai
the house that built me,miranda lambert,66.0,0.206,0.3,81.12,2010.0,3x Multi-Platinum,Columbia Nashville,pre_ai
the invitation,50 cent,5.0,0.435,0.947,84.219,2009.0,,,pre_ai
the jump off,lil' kim,58.0,0.905,0.736,104.907,2003.0,,,pre_ai
the kill,thirty seconds to mars,72.0,0.302,0.912,183.035,2005.0,,,pre_ai
the language,drake,55.0,0.54,0.658,120.108,2013.0,1x Platinum,Cash Money / Young Money / Republic Records,pre_ai
the lazy song,bruno mars,74.0,0.949,0.804,174.943,2011.0,6x Multi-Platinum,Elektra,pre_ai
the light,common,17.5,0.594,0.719,96.987,2000.0,,,pre_ai
the man,aloe blacc,60.0,0.488,0.769,81.853,2013.0,1x Platinum,Aloe Blacc / Xix Recordings / Interscope Records,pre_ai
the man who can't be moved,the script,21.0,0.325,0.629,99.955,2008.0,1x Platinum,Epic,pre_ai
the middle,jimmy eat world,79.0,0.903,0.849,162.152,2001.0,,,pre_ai
the moment i knew,taylor swift,53.0,0.281,0.521,125.941,2012.0,,,pre_ai
the monster,eminem,59.0,0.624,0.853,110.049,2013.0,6x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
the motto,drake,74.0,0.39,0.442,201.8,2011.0,5x Multi-Platinum,Cash Money / Young Money / Republic Records,pre_ai
the night is still young,nicki minaj,53.5,0.716,0.724,127.983,2015.0,1x Platinum,Young Money / Cash Money / Republic Records,pre_ai
the one,backstreet boys,61.0,0.621,0.934,110.031,2000.0,,,pre_ai
the one,mary j. blige,1.75,0.359,0.674,104.088,2005.0,,,pre_ai
the one that got away,jake owen,56.0,0.535,0.865,119.913,2011.0,Gold,Rca Records Label Nashville,pre_ai
the one that got away,katy perry,61.333333333333336,0.864,0.792,133.962,2010.0,4x Multi-Platinum,Capitol Records,pre_ai
the one you love,paulina rubio,23.0,0.639,0.893,91.888,2002.0,,,pre_ai
the only difference between martyrdom and suicide is press coverage,panic! at the disco,52.0,0.69,0.941,170.062,2005.0,1x Platinum,Fueled by Ramen,pre_ai
the only exception,paramore,34.0,0.209,0.563,137.715,2009.0,2x Multi-Platinum,Fueled by Ramen,pre_ai
the other side,jason derulo,32.25,0.517,0.836,127.923,2013.0,1x Platinum,Warner Bros. Records,pre_ai
the outsider,a perfect circle,65.0,0.422,0.842,113.329,2003.0,,,pre_ai
the party's just begun,the cheetah girls,33.5,0.927,0.845,103.995,2006.0,,,pre_ai
the phoenix,fall out boy,39.0,0.395,0.959,138.046,2013.0,,,pre_ai
the pretender,foo fighters,78.0,0.365,0.959,172.984,2007.0,2x Multi-Platinum,Rca Records,pre_ai
the race,wiz khalifa,17.0,0.571,0.748,151.876,2011.0,,,pre_ai
the real slim shady,eminem,49.0,0.76,0.661,104.504,2000.0,4x Multi-Platinum,Shady / Aftermath / Interscope,pre_ai
the real thing,bo bice,32.0,0.504,0.87,146.882,2005.0,,,pre_ai
the river,good charlotte,61.0,0.455,0.945,161.954,2007.0,,,pre_ai
the rock show,blink,26.0,0.848,0.961,193.132,2001.0,,,pre_ai
the seashores of old mexico,george strait,29.333333333333332,0.499,0.579,156.953,2006.0,,,pre_ai
the shock of the lightning,oasis,4.0,0.0375,0.956,136.909,2008.0,,,pre_ai
the show goes on,lupe fiasco,17.0,0.582,0.868,143.061,2010.0,3x Multi-Platinum,Atlantic,pre_ai
the sound of silence,disturbed,72.0,0.175,0.28,85.794,2015.0,3x Multi-Platinum,Warner Bros Records,pre_ai
the space between,dave matthews band,60.0,0.207,0.73,170.032,2001.0,,,pre_ai
the story,brandi carlile,55.666666666666664,0.177,0.5,93.621,2007.0,,,pre_ai
the story of us,taylor swift,46.5,0.683,0.818,139.898,2010.0,1x Platinum,"Big Machine Records, Inc.",pre_ai
the streets,wc,22.0,0.619,0.649,97.112,2002.0,,,pre_ai
the sweet escape,gwen stefani,62.0,0.73,0.77,119.961,2006.0,,,pre_ai
the talkin' song repair blues,alan jackson,24.0,0.695,0.774,201.621,2005.0,,,pre_ai
the time of my life,david cook,54.0,0.281,0.578,154.96,2008.0,,,pre_ai
the trouble with girls,scotty mccreery,24.0,0.351,0.496,132.078,2011.0,1x Platinum,Mercury / Interscope Records,pre_ai
the truth about men,tracy byrd,2.5,0.912,0.78,145.943,2003.0,,,pre_ai
the voice within,christina aguilera,58.0,0.157,0.439,69.945,2003.0,,,pre_ai
the walker,fitz and the tantrums,61.0,0.725,0.801,130.76,2013.0,,,pre_ai
the way i am,eminem,47.0,0.315,0.871,87.248,2000.0,1x Platinum,Shady / Aftermath / Interscope,pre_ai
the way i am,ingrid michaelson,26.0,0.305,0.259,119.891,2007.0,1x Platinum,Cabin 24 Records,pre_ai
the way i are,timbaland,30.0,0.722,0.807,114.711,2007.0,3x Multi-Platinum,Interscope / Geffen / A&m,pre_ai
the way i loved you,taylor swift,14.0,0.406,0.723,160.92,2008.0,Gold,"Big Machine Records, Inc.",pre_ai
the way that i love you,ashanti,21.0,0.484,0.896,79.778,2008.0,,,pre_ai
the widow,the mars volta,52.0,0.105,0.695,101.068,2005.0,,,pre_ai
the wind,zac brown band,52.0,0.878,0.947,136.031,2012.0,,,pre_ai
the woman with you,kenny chesney,45.0,0.273,0.664,139.933,2004.0,,,pre_ai
the world,brad paisley,45.5,0.88,0.947,176.798,2013.0,,,pre_ai
the zephyr song,red hot chili peppers,70.0,0.403,0.803,117.391,2002.0,,,pre_ai
then,brad paisley,65.0,0.3,0.643,144.717,2009.0,2x Multi-Platinum,Arista Nashville,pre_ai
there goes my baby,charlie wilson,52.0,0.662,0.827,81.019,2009.0,,,pre_ai
there goes my baby,usher,39.0,0.268,0.51,154.887,2010.0,,,pre_ai
there goes my life,kenny chesney,44.0,0.213,0.488,135.712,2003.0,1x Platinum,Bna Records Label,pre_ai
there is no arizona,jamie o'neal,43.0,0.346,0.619,167.907,2000.0,,,pre_ai
there it is,ginuwine,26.0,0.212,0.739,106.052,2001.0,,,pre_ai
there she goes,babyface,39.0,0.83,0.654,104.993,2001.0,,,pre_ai
these days,rascal flatts,55.0,0.352,0.738,81.962,2002.0,,,pre_ai
these walls,kendrick lamar,22.0,0.373,0.489,108.005,2015.0,,,pre_ai
things that never cross a man's mind,kellie pickler,0.0,0.746,0.892,117.63,2006.0,,,pre_ai
thinking about you,norah jones,58.0,0.294,0.299,123.597,2007.0,,,pre_ai
thinking of you,katy perry,11.0,0.309,0.803,147.048,2008.0,1x Platinum,Capitol Records,pre_ai
thinking out loud,ed sheeran,84.0,0.591,0.445,78.998,2014.0,12x Diamond,Atlantic Records,pre_ai
this afternoon,nickelback,61.0,0.647,0.875,160.079,2008.0,,,pre_ai
"this ain't a scene, it's an arms race",fall out boy,48.0,0.4,0.888,100.033,2007.0,1x Platinum,Mercury,pre_ai
this ain't no love song,trace adkins,25.0,0.554,0.881,159.977,2010.0,,,pre_ai
this is gospel,panic! at the disco,74.0,0.606,0.912,156.073,2013.0,2x Multi-Platinum,Fueled by Ramen,pre_ai
this is how a heart breaks,rob thomas,16.5,0.665,0.913,139.941,2005.0,Gold,Atlantic,pre_ai
this is how we do,big tymers,49.0,0.745,0.74,101.032,2003.0,,,pre_ai
this is how we do,katy perry,66.0,0.8,0.636,96.0,2013.0,1x Platinum,Capitol Records,pre_ai
this is my now,jordin sparks,10.0,0.172,0.559,148.016,2007.0,,,pre_ai
this is war,thirty seconds to mars,40.0,0.225,0.723,160.048,2009.0,,,pre_ai
this is what it feels like,armin van buuren,4.0,0.147,0.828,129.942,2013.0,,,pre_ai
this kiss,carly rae jepsen,33.0,0.662,0.888,128.015,2012.0,,,pre_ai
this love,maroon 5,70.0,0.809,0.862,95.051,2002.0,2x Multi-Platinum,A&m/Octone,pre_ai
this ole boy,craig morgan,36.0,0.766,0.918,114.101,2011.0,,,pre_ai
this one's for the girls,martina mcbride,4.5,0.609,0.801,126.966,2003.0,Gold,Rca Nashville,pre_ai
this way,dilated peoples,50.0,0.628,0.863,85.599,2004.0,,,pre_ai
this woman's work,maxwell,59.0,0.141,0.329,113.643,2001.0,,,pre_ai
thnks fr th mmrs,fall out boy,52.0,0.615,0.884,154.868,2007.0,,,pre_ai
thoia thoing,r. kelly,42.0,0.944,0.634,89.086,2003.0,,,pre_ai
three wooden crosses,randy travis,39.5,0.423,0.547,158.006,2002.0,,,pre_ai
through glass,stone sour,48.0,0.434,0.753,105.754,2006.0,1x Platinum,Roadrunner,pre_ai
through the rain,mariah carey,27.0,0.134,0.319,122.059,2002.0,,,pre_ai
throw it in the bag,fabolous,60.0,0.673,0.559,86.018,2009.0,1x Platinum,Mercury,pre_ai
throw some d's,rich boy,57.0,0.414,0.863,160.894,2006.0,1x Platinum,Interscope,pre_ai
